username,comment_id,post_url,post_hashtags,comment_text
soy_unchamp,18040487651405914,https://www.instagram.com/p/DHbCHYKAY4I/,#Izamal #LaCiudadAmarilla #HistoriasDeYucatán #AventuraCultural #LasMacucas ,"Tengo pendiente ir a izamal , he estado dos veces en Yucatán recorriendo Pero no he podido ir a izamal"
ari_mej,17890704303122947,https://www.instagram.com/p/DHbCHYKAY4I/,#Izamal #LaCiudadAmarilla #HistoriasDeYucatán #AventuraCultural #LasMacucas ,Son las mejores 💛
pini_colin,18122059303442042,https://www.instagram.com/p/DHbCHYKAY4I/,#Izamal #LaCiudadAmarilla #HistoriasDeYucatán #AventuraCultural #LasMacucas ,"Me encanta Izamal, y comer en Kinich ¡imperdible! es una pena que el convento esté cerrado a los recorridos. Los guías nos dijeron que ya no estaba permitido entrar. Y es un recorrido maravilloso."
vanderpink,17869963491243505,https://www.instagram.com/p/DHbCHYKAY4I/,#Izamal #LaCiudadAmarilla #HistoriasDeYucatán #AventuraCultural #LasMacucas ,Su foto con el papa 👏👏👏👏
lasmacucasoficial,17858049582329150,https://www.instagram.com/p/DHbCHYKAY4I/,@vanderpink 😂😂😂
lizziegt74,17871055218325338,https://www.instagram.com/p/DHbCHYKAY4I/,#Izamal #LaCiudadAmarilla #HistoriasDeYucatán #AventuraCultural #LasMacucas ,👏👏
alimentalspa,17993492372785477,https://www.instagram.com/p/DHbCHYKAY4I/,#Izamal #LaCiudadAmarilla #HistoriasDeYucatán #AventuraCultural #LasMacucas ,Es mi abuelo Jorge Carlos Gonzalez 😍
lasmacucasoficial,18018419099679113,https://www.instagram.com/p/DHbCHYKAY4I/,@alimentalspa que orgullo 💛💛💛
cecycalero,17989226318638993,https://www.instagram.com/p/DHbCHYKAY4I/,#Izamal #LaCiudadAmarilla #HistoriasDeYucatán #AventuraCultural #LasMacucas ,Confirmo ! Mi amado Izamal ❤️❤️❤️
marcenavarretee,18085404745546992,https://www.instagram.com/p/DHbCHYKAY4I/,#Izamal #LaCiudadAmarilla #HistoriasDeYucatán #AventuraCultural #LasMacucas ,"Confirmo, es mi abuelo! 💛"
lasmacucasoficial,17877928605186001,https://www.instagram.com/p/DHbCHYKAY4I/,@marcenavarretee que orgullo 💛💛💛
colmelaris_propolis,18099791224519208,https://www.instagram.com/p/DHbCHYKAY4I/,#Izamal #LaCiudadAmarilla #HistoriasDeYucatán #AventuraCultural #LasMacucas ,Me encantan sus historias lúdicas 👏👏😎
lasmacucasoficial,18040400762187638,https://www.instagram.com/p/DHbCHYKAY4I/,@colmelaris_propolis uy y pronto vas a ver una que te va a gustar MÁS
dianelabates,18152404384364276,https://www.instagram.com/p/DHbCHYKAY4I/,#Izamal #LaCiudadAmarilla #HistoriasDeYucatán #AventuraCultural #LasMacucas ,🔥🔥🔥🙌
